dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,piqp_1e-4,piqp_1e-6,proxqp_1e-4,proxqp_1e-5,proxqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,proxqp_1e-4_status,proxqp_1e-5_status,proxqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
mpc,LIPMWALK12,16.0,32.0,240.0,256.0,0.0,0.0,0.55,,0.56,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.46,,0.27,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal_inaccurate,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK13,16.0,32.0,240.0,256.0,0.0,0.0,0.41,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.51,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK14,16.0,32.0,240.0,256.0,0.0,0.0,0.58,,0.58,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.48,,0.27,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK15,16.0,32.0,240.0,256.0,0.0,0.0,0.47,,0.45,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.38,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK16,16.0,32.0,240.0,256.0,0.0,0.0,0.54,,0.45,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.38,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK17,16.0,32.0,240.0,256.0,0.0,0.0,0.45,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK18,16.0,32.0,240.0,256.0,0.0,0.0,0.44,,0.44,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.4,,0.31,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal_inaccurate,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK19,16.0,32.0,240.0,256.0,0.0,0.0,0.48,,0.47,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.0,0.46,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK2,16.0,32.0,240.0,256.0,0.0,0.0,0.42,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.46,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK20,16.0,32.0,240.0,256.0,0.0,0.0,0.44,,0.49,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.43,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal_inaccurate,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK21,16.0,32.0,240.0,256.0,0.0,0.0,0.43,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.52,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK22,16.0,32.0,240.0,256.0,0.0,0.0,0.46,,0.39,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.4,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK23,16.0,32.0,240.0,256.0,0.0,0.0,0.44,,0.55,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.4,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK24,16.0,32.0,240.0,256.0,0.0,0.0,0.52,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK25,16.0,32.0,240.0,256.0,0.0,0.0,0.44,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.44,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK26,16.0,32.0,240.0,256.0,0.0,0.0,0.5,,0.42,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.42,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK27,16.0,32.0,240.0,256.0,0.0,0.0,0.45,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.48,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK28,16.0,32.0,240.0,256.0,0.0,0.0,0.51,,0.53,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.42,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal_inaccurate,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK29,16.0,32.0,240.0,256.0,0.0,0.0,0.41,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.39,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK3,16.0,32.0,240.0,256.0,0.0,0.0,0.43,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.46,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK4,16.0,32.0,240.0,256.0,0.0,0.0,0.43,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.4,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,primal_infeasible,,primal_infeasible,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK5,16.0,32.0,240.0,256.0,0.0,0.0,0.44,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.44,,0.27,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK6,16.0,32.0,240.0,256.0,0.0,0.0,0.4,,0.58,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.49,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK7,16.0,32.0,240.0,256.0,0.0,0.0,0.51,,0.45,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.4,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK8,16.0,32.0,240.0,256.0,0.0,0.0,0.43,,0.55,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,LIPMWALK9,16.0,32.0,240.0,256.0,0.0,0.0,0.6,,0.43,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,0.0,0.49,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,QUADCMPC1,768.0,1664.0,4270.0,320.0,0.01,0.01,0.4,,0.41,0.07,0.09,0.03,,0.47,0.0,0.0,0.08,,0.09,,,,,,,0.02,,0.04,0.49,,0.37,optimal,optimal,solver_error,,solver_error,optimal_inaccurate,optimal_inaccurate,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,QUADCMPC2,576.0,1248.0,3198.0,240.0,0.0,0.01,0.41,,0.55,0.04,0.05,0.01,,0.15,0.0,0.0,0.03,,0.03,,,,,,,0.02,,0.03,0.45,,0.35,optimal,optimal,solver_error,,solver_error,optimal_inaccurate,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,QUADCMPC3,384.0,832.0,2126.0,160.0,0.0,0.0,0.42,,0.37,0.02,0.03,0.0,,0.01,0.0,0.0,0.01,,0.01,,,,,,,0.01,,0.02,0.46,,0.33,optimal,optimal,solver_error,,solver_error,optimal_inaccurate,solver_error,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,QUADCMPC4,384.0,832.0,2126.0,160.0,0.0,0.0,0.43,,0.62,0.02,0.02,0.0,,0.03,0.0,0.0,0.01,,0.01,,,,,,,0.01,,0.02,0.68,,0.33,optimal,optimal,solver_error,,solver_error,optimal_inaccurate,solver_error,optimal,,optimal,optimal,optimal,optimal_inaccurate,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL0,50.0,100.0,100.0,2500.0,0.0,0.0,0.5,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.43,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL1,50.0,100.0,100.0,2500.0,0.0,0.0,0.43,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.46,,0.4,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL10,50.0,100.0,100.0,2500.0,0.0,0.0,0.42,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.44,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL11,50.0,100.0,100.0,2500.0,0.0,0.0,0.47,,0.38,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL12,50.0,100.0,100.0,2500.0,0.0,0.0,0.45,,0.51,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.38,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL13,50.0,100.0,100.0,2500.0,0.0,0.0,0.51,,0.47,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL14,50.0,100.0,100.0,2500.0,0.0,0.0,0.42,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL15,50.0,100.0,100.0,2500.0,0.0,0.0,0.42,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.48,,0.28,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL16,50.0,100.0,100.0,2500.0,0.0,0.0,0.39,,0.41,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.56,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL17,50.0,100.0,100.0,2500.0,0.0,0.0,0.43,,0.53,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL18,50.0,100.0,100.0,2500.0,0.0,0.0,0.4,,0.55,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL19,50.0,100.0,100.0,2500.0,0.0,0.0,0.38,,0.5,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL2,50.0,100.0,100.0,2500.0,0.0,0.0,0.51,,0.41,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.53,,0.31,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL20,50.0,100.0,100.0,2500.0,0.0,0.0,0.4,,0.39,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL21,50.0,100.0,100.0,2500.0,0.0,0.0,0.41,,0.57,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.43,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL22,50.0,100.0,100.0,2500.0,0.0,0.0,0.43,,0.41,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL23,50.0,100.0,100.0,2500.0,0.0,0.0,0.39,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.51,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL24,50.0,100.0,100.0,2500.0,0.0,0.0,0.4,,0.53,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL25,50.0,100.0,100.0,2500.0,0.0,0.0,0.4,,0.43,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL26,50.0,100.0,100.0,2500.0,0.0,0.0,0.37,,0.44,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.42,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL27,50.0,100.0,100.0,2500.0,0.0,0.0,0.42,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.48,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL28,50.0,100.0,100.0,2500.0,0.0,0.0,0.5,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.39,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL29,50.0,100.0,100.0,2500.0,0.0,0.0,0.4,,0.39,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL3,50.0,100.0,100.0,2500.0,0.0,0.0,0.39,,0.39,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.42,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL4,50.0,100.0,100.0,2500.0,0.0,0.0,0.38,,0.38,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL5,50.0,100.0,100.0,2500.0,0.0,0.0,0.38,,0.4,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.41,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL6,50.0,100.0,100.0,2500.0,0.0,0.0,0.39,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.51,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL7,50.0,100.0,100.0,2500.0,0.0,0.0,0.4,,0.42,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.3,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL8,50.0,100.0,100.0,2500.0,0.0,0.0,0.38,,0.37,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
mpc,WHLIPBAL9,50.0,100.0,100.0,2500.0,0.0,0.0,0.46,,0.47,0.01,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.01,,0.01,0.4,,0.29,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,optimal,optimal,optimal,,optimal,,,,,,,optimal,,optimal,optimal,,optimal
qplib,10034,40400.0,80600.0,280003.0,401.0,67.73,98.32,1.28,1.31,1.58,62.17,53.38,300.01,300.01,300.01,390.0,390.0,390.0,390.0,390.0,5.81,6.07,17.38,9.96,12.61,18.44,49.15,300.93,300.8,7.37,22.45,30.67,optimal,optimal,optimal,optimal,optimal,solver_error,solver_error,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,10038,160800.0,321200.0,1120003.0,801.0,29.79,30.96,2.81,3.07,3.04,300.21,300.16,300.03,300.03,300.02,37.02,55.77,390.0,390.0,390.0,8.68,10.83,12.56,20.87,26.2,26.88,29.49,34.51,41.55,11.35,15.08,9.88,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8495,27543.0,35543.0,77829.0,22743.0,2.54,2.72,0.72,0.84,0.77,100.91,85.36,0.99,0.99,1.01,1.34,1.74,20.31,22.91,22.39,1.76,2.66,2.38,1.22,1.37,1.49,1.1,1.25,1.43,1.37,1.56,1.18,optimal,optimal,optimal,optimal,optimal,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8500,250997.0,501495.0,1498996.0,63001.0,306.69,306.69,3.96,4.23,3.96,300.28,300.21,300.07,300.05,300.04,237.94,390.0,390.0,390.0,390.0,175.21,160.48,390.0,390.0,390.0,390.0,305.61,305.54,306.1,199.41,307.05,305.78,time_limit,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,time_limit,time_limit,time_limit,time_limit,optimal,optimal,time_limit,time_limit,time_limit,time_limit,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal
qplib,8515,16002.0,24004.0,56005.0,40003.0,0.16,0.18,0.54,0.58,0.61,300.04,300.03,87.81,0.07,0.06,390.0,390.0,88.19,88.33,237.98,1.92,1.79,1.94,0.53,0.6,0.51,0.14,0.22,300.17,0.41,0.68,300.42,optimal_inaccurate,optimal,solver_error,solver_error,solver_error,time_limit,time_limit,optimal,dual_infeasible,dual_infeasible,time_limit,time_limit,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate
qplib,8547,1003001.0,2004001.0,7004001.0,2001.0,322.98,337.83,34.05,35.87,34.64,300.82,300.66,300.29,344.71,300.21,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,323.27,327.69,345.06,322.92,329.56,322.54,time_limit,time_limit,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
qplib,8559,10000.0,15000.0,24998.0,69968.0,8.45,8.3,2.28,2.51,2.25,8.38,6.39,26.96,49.88,57.96,12.55,19.92,390.0,390.0,390.0,2.01,2.62,2.65,3.83,4.71,4.37,37.38,65.57,82.14,16.47,24.95,23.42,optimal,optimal,optimal,optimal,optimal,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8567,10000.0,17500.0,32497.0,69968.0,4.61,4.95,2.27,2.48,2.17,18.14,14.37,21.45,71.32,94.89,16.43,26.98,390.0,390.0,390.0,1.91,2.37,2.94,2.82,3.45,4.3,26.8,39.72,51.75,10.28,15.9,14.08,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8602,34552.0,87535.0,242887.0,34552.0,117.94,101.02,300.47,300.33,300.3,300.07,300.05,71.7,79.79,75.29,349.18,390.0,390.0,390.0,390.0,8.05,8.25,8.99,85.7,95.17,90.27,168.57,207.82,242.93,15.79,25.96,14.65,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
