dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,piqp_1e-4,piqp_1e-6,proxqp_1e-4,proxqp_1e-5,proxqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,proxqp_1e-4_status,proxqp_1e-5_status,proxqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
qplib,8616,13870.0,24274.0,41610.0,13870.0,0.12,0.13,0.65,0.52,0.51,17.75,15.26,0.08,0.09,0.11,0.07,0.1,67.08,82.35,96.96,1.38,1.62,1.71,0.35,0.4,0.39,0.42,0.54,0.57,0.64,1.02,0.68,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8785,10399.0,21761.0,63023.0,10399.0,14.48,15.27,1.34,1.41,1.36,4.52,3.22,3.36,4.7,4.45,97.43,98.9,390.0,390.0,390.0,2.21,2.53,2.69,5.5,6.32,7.04,111.77,143.63,146.03,104.18,300.89,282.82,optimal,optimal,optimal,optimal,optimal,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,primal_infeasible_inaccurate,optimal
qplib,8790,39204.0,39204.0,39204.0,195228.0,15.39,13.32,0.61,0.66,0.64,0.69,0.53,0.61,0.89,0.89,0.73,0.97,6.68,11.65,93.39,1.9,2.57,2.72,1.6,2.16,2.03,1.45,2.09,2.21,1.16,1.89,1.44,optimal,optimal,solver_error,solver_error,solver_error,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8792,15129.0,15129.0,15129.0,75153.0,0.47,0.54,0.76,0.7,0.71,300.14,300.07,0.49,0.61,0.64,0.24,0.31,1.5,1.52,1.48,1.64,2.09,2.05,0.86,1.0,0.98,0.47,0.65,0.66,0.66,1.04,0.7,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8845,1546.0,2323.0,11793.0,115788.0,1.08,1.08,1.54,1.71,1.52,300.02,300.01,0.72,5.5,13.31,0.19,0.24,24.7,26.09,25.74,1.46,1.72,1.95,0.32,0.41,0.48,0.48,0.69,0.72,1.52,1.72,8.67,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8906,5223.0,6061.0,20781.0,112009.0,1.76,1.65,0.76,0.82,0.73,0.66,0.5,0.64,1.18,1.68,0.24,0.31,390.0,390.0,390.0,1.51,1.86,1.92,0.51,0.59,0.62,0.55,0.78,0.8,1.16,1.57,1.22,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8938,4001.0,16000.0,31998.0,4000.0,0.22,0.24,0.46,0.51,0.48,64.0,58.16,234.83,228.57,235.31,0.04,0.04,390.0,390.0,390.0,1.72,1.94,2.26,0.41,0.55,0.68,11.74,15.3,15.99,15.51,26.34,18.71,optimal,optimal,solver_error,solver_error,solver_error,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,8991,14400.0,14400.0,14400.0,71520.0,0.28,0.32,0.62,0.69,0.74,300.2,300.11,0.16,0.26,0.37,0.15,0.2,0.54,0.76,0.74,1.68,2.21,2.17,0.76,1.17,1.1,0.37,0.61,0.64,0.6,0.97,0.7,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
qplib,9002,2890.0,4539.0,12580.0,2890.0,0.73,0.67,0.41,0.45,0.48,0.16,0.12,266.02,253.27,266.4,390.0,390.0,52.28,55.09,51.77,3.42,2.28,12.09,0.43,0.98,5.44,0.04,0.06,0.07,0.33,0.51,0.33,solver_error,solver_error,solver_error,solver_error,solver_error,solver_error,solver_error,max_iter_reached,max_iter_reached,max_iter_reached,time_limit,time_limit,primal_infeasible,primal_infeasible,primal_infeasible,optimal_inaccurate,optimal,optimal_inaccurate,optimal,optimal,optimal,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible
qplib,9008,1009306.0,1998910.0,10643392.0,19604.0,390.0,390.0,275.23,254.21,275.19,301.17,300.97,,,,,,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,345.35,353.86,342.95,time_limit,time_limit,optimal,optimal,optimal,time_limit,time_limit,worker_error,worker_error,worker_error,worker_error,worker_error,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
