dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,pdlp_1e-4,pdlp_1e-5,pdlp_1e-6,piqp_1e-4,piqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,pdlp_1e-4_status,pdlp_1e-5_status,pdlp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
miplib_relax,dano3_3,13873.0,17075.0,93528.0,0.0,5.09,6.51,0.77,3.21,3.5,26.47,30.39,14.32,54.68,271.55,7.79,16.28,47.88,17.62,18.32,2.59,3.26,2.85,4.06,5.41,6.11,5.76,6.03,6.82,3.24,3.19,2.61,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,dano3_5,13873.0,17075.0,93528.0,0.0,5.32,6.45,0.78,3.27,3.51,26.24,30.22,14.3,54.82,273.7,7.75,16.28,47.74,17.63,18.17,2.47,2.76,2.69,4.05,5.28,5.89,5.61,6.01,6.86,3.0,3.0,3.32,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,decomp2,14387.0,25152.0,78460.0,0.0,0.28,0.39,0.44,0.56,0.44,0.2,0.26,2.98,6.32,6.03,0.19,0.18,0.21,0.26,0.23,2.02,2.2,1.99,0.77,0.83,0.87,0.42,0.46,0.48,0.96,0.67,0.68,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,drayage-100-23,11090.0,15720.0,52640.0,0.0,0.44,0.58,0.36,0.52,0.33,0.1,0.12,275.98,300.0,300.0,46.57,46.58,47.9,0.15,0.16,2.18,2.18,2.22,0.77,0.81,1.28,1.31,1.4,1.29,1.23,1.14,1.07,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,drayage-25-23,11090.0,15720.0,52640.0,0.0,0.46,0.61,0.35,0.48,0.35,0.1,0.11,300.0,300.0,299.36,57.55,83.67,87.35,0.15,0.16,2.17,2.18,2.07,0.72,0.81,0.96,0.97,1.02,1.03,1.27,0.72,1.37,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,dws008-01,11096.0,17160.0,67496.0,0.0,0.19,0.24,0.5,0.67,0.5,0.12,0.13,0.15,0.23,0.22,0.65,0.67,0.68,0.12,0.11,1.92,1.86,2.05,0.59,0.66,0.84,0.44,0.46,0.46,0.88,0.57,0.62,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,eil33-2,4516.0,4548.0,48759.0,0.0,0.15,0.2,0.35,0.49,0.35,0.07,0.08,0.95,5.75,8.88,2.81,6.1,16.27,0.06,0.06,1.92,1.75,1.8,0.3,0.32,0.34,0.25,0.31,0.32,0.79,0.48,0.5,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,eilA101-2,65832.0,65932.0,1025205.0,0.0,6.9,9.53,1.62,1.93,1.56,2.13,2.33,300.01,300.01,300.01,150.32,300.21,300.17,9.37,7.77,6.93,6.12,8.93,7.86,10.72,11.16,7.48,7.75,9.47,5.54,4.31,5.09,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal_inaccurate,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,enlight_hard,200.0,300.0,760.0,0.0,0.0,0.0,0.23,0.3,0.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.5,1.52,1.45,0.02,0.03,0.03,0.01,0.01,0.01,0.5,0.27,0.4,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,ex10,17680.0,87288.0,1179680.0,0.0,202.05,212.46,0.79,1.09,0.77,300.03,300.25,390.0,390.0,390.0,3.4,4.31,4.32,390.0,390.0,5.49,5.4,6.0,43.65,54.65,52.68,13.78,16.27,13.69,3.96,2.9,2.95,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,ex9,10404.0,51366.0,527516.0,0.0,81.27,78.94,0.51,0.69,0.53,184.24,72.61,97.65,136.93,111.84,1.07,1.2,1.38,390.0,390.0,3.43,3.26,3.71,13.16,16.57,15.8,3.79,5.28,5.02,2.14,1.58,1.63,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,exp-1-500-5-5,990.0,1540.0,2970.0,0.0,0.01,0.01,0.48,0.75,0.47,0.01,0.01,0.03,0.04,0.04,0.03,0.04,0.05,0.01,0.01,1.7,1.62,1.69,0.08,0.09,0.1,0.04,0.04,0.04,0.65,0.35,0.37,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,fast0507,63009.0,63516.0,472358.0,0.0,2.86,3.74,0.83,1.42,1.32,5.03,4.78,125.48,193.29,191.33,18.18,46.46,153.13,1.51,1.53,5.93,5.9,7.63,5.13,8.46,7.6,6.25,9.05,13.62,5.17,5.62,7.91,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,fastxgemm-n2r6s0t2,784.0,6782.0,20160.0,0.0,0.05,0.07,0.4,0.59,0.41,0.15,0.12,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.03,1.62,1.63,1.69,0.18,0.19,0.21,0.13,0.16,0.16,0.7,0.42,0.42,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,fhnw-binpack4-4,520.0,1140.0,2852.0,0.0,0.01,0.01,0.29,0.4,0.31,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,1.49,1.48,1.98,0.05,0.05,0.15,0.05,0.06,0.06,0.7,0.37,0.4,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,fhnw-binpack4-48,3710.0,8190.0,21000.0,0.0,0.04,0.06,0.32,0.46,0.32,0.1,0.09,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,1.65,1.67,5.15,0.22,0.34,1.76,0.3,0.31,0.32,0.97,0.65,0.63,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,fiball,34219.0,37925.0,139010.0,0.0,0.48,0.66,0.45,0.84,0.48,0.28,0.29,0.37,0.5,0.41,1.38,1.53,2.29,0.36,0.36,2.44,2.28,2.4,1.27,1.32,1.43,0.84,0.85,0.88,1.48,0.85,0.87,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,gen-ip002,41.0,65.0,963.0,0.0,0.0,0.0,0.27,0.42,0.33,0.0,0.0,0.0,0.12,2.35,0.01,0.01,0.02,0.0,0.0,1.7,1.64,1.59,0.03,0.03,0.03,0.01,0.01,0.01,0.5,0.28,0.3,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,gen-ip054,30.0,57.0,562.0,0.0,0.0,0.0,0.3,0.38,0.27,0.0,0.0,0.0,0.02,0.1,0.0,0.01,0.01,0.0,0.0,1.45,1.41,1.35,0.03,0.03,0.03,0.01,0.01,0.01,0.56,0.3,0.29,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,germanrr,10813.0,21591.0,186359.0,0.0,0.98,1.31,0.63,0.79,0.61,0.45,0.46,0.2,0.24,0.19,300.04,300.04,300.05,0.79,1.6,2.48,2.31,2.84,1.37,1.66,2.0,300.18,300.15,300.17,300.77,300.52,300.45,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,time_limit,time_limit,time_limit,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
miplib_relax,gfd-schedulen180f7d50m30k18,227535.0,685520.0,1460907.0,0.0,5.27,5.88,1.85,3.08,2.03,4.87,5.21,58.39,150.01,126.47,5.39,49.41,54.64,3.7,3.9,20.21,13.21,390.0,19.44,24.84,390.0,12.53,12.25,14.72,15.66,10.91,10.34,solver_error,solver_error,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,glass-sc,214.0,6333.0,64132.0,0.0,0.19,0.26,0.56,0.76,0.55,0.16,0.17,3.52,109.77,172.2,0.28,0.4,0.71,0.1,0.11,1.97,1.77,2.83,0.25,0.34,0.36,0.53,0.7,1.21,1.15,1.43,1.84,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,glass4,322.0,718.0,2137.0,0.0,0.0,0.01,0.33,0.46,0.33,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.0,1.67,1.53,1.43,0.04,0.05,0.05,0.02,0.02,0.02,0.49,0.32,0.34,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,gmu-35-40,1205.0,1629.0,6048.0,0.0,0.03,0.04,0.34,0.47,0.35,0.02,0.02,34.62,55.17,33.69,3.69,4.02,33.49,0.02,0.02,1.86,1.65,1.55,0.11,0.15,0.15,0.08,1.26,14.76,0.67,5.26,17.08,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,gmu-35-50,1919.0,2354.0,10562.0,0.0,0.05,0.07,0.4,0.55,0.37,0.03,0.03,32.49,83.13,49.72,1.55,15.81,17.06,0.03,0.03,1.75,1.66,1.58,0.16,0.19,0.22,0.12,1.44,1.48,0.7,7.6,7.41,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,graph20-20-1rand,2183.0,7770.0,21460.0,0.0,0.03,0.04,0.4,0.53,0.42,0.09,0.12,0.04,0.06,0.07,0.05,0.05,0.05,0.02,0.02,1.51,1.54,1.47,0.16,0.19,0.21,0.09,0.1,0.09,0.59,0.36,0.36,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,graphdraw-domain,254.0,1099.0,2834.0,0.0,0.01,0.01,0.28,0.41,0.31,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,1.49,1.65,1.38,0.05,0.06,0.06,0.04,0.04,0.04,0.65,0.41,0.43,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,h80x6320d,12640.0,19198.0,44161.0,0.0,0.13,0.17,0.32,0.46,0.29,0.12,0.11,3.97,8.73,6.38,0.65,0.81,1.16,0.09,0.08,1.88,1.94,1.81,0.51,0.57,0.8,0.53,0.66,0.85,1.1,0.78,0.93,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,highschool1-aigio,320404.0,412972.0,1882572.0,0.0,319.53,343.91,1.75,2.81,1.61,300.08,300.07,390.0,390.0,390.0,8.41,21.37,44.9,390.0,390.0,27.04,23.07,26.01,246.18,300.68,316.79,50.88,55.97,56.2,14.43,11.02,10.96,optimal,time_limit,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,hypothyroid-k1,2602.0,7797.0,436486.0,0.0,10.87,11.29,1.24,1.53,1.25,3.01,2.99,47.58,115.63,224.43,8.94,12.22,13.62,2.0,2.11,2.49,2.15,2.16,2.07,2.66,3.08,5.46,5.14,5.43,2.79,2.62,2.2,optimal_inaccurate,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,ic97_potential,728.0,1774.0,3866.0,0.0,0.01,0.01,0.31,0.44,0.32,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,1.81,1.58,1.43,0.05,0.06,0.06,0.03,0.04,0.04,0.57,0.32,0.33,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,icir97_tension,2494.0,3697.0,24827.0,0.0,0.04,0.05,0.3,0.42,0.32,0.04,0.04,0.06,0.11,0.12,0.44,0.43,0.48,0.03,0.03,1.95,1.73,1.48,0.19,0.22,0.23,0.16,0.18,0.16,0.72,0.48,0.46,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,irish-electricity,61728.0,165987.0,584985.0,0.0,307.05,306.3,2.84,3.32,2.81,83.38,81.9,300.01,300.02,300.02,300.26,300.23,300.21,390.0,390.0,19.73,41.3,231.74,23.03,68.92,320.09,301.55,301.42,301.64,302.06,301.6,301.54,time_limit,time_limit,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
miplib_relax,irp,20315.0,20354.0,118569.0,0.0,0.66,0.96,0.4,0.56,0.41,0.18,0.2,0.27,1.15,6.42,2.99,4.94,37.56,0.67,0.69,3.66,3.27,3.68,1.48,2.08,2.49,0.81,1.77,1.82,1.44,1.57,1.55,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,istanbul-no-cutoff,5282.0,25628.0,76759.0,0.0,0.32,0.42,0.51,0.71,0.51,0.79,1.22,0.3,0.38,0.31,1.21,1.18,1.25,0.18,0.19,2.65,2.36,2.17,0.89,0.98,0.97,0.52,0.6,0.54,1.08,0.87,0.85,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,k1mushroom,8211.0,24630.0,1706157.0,0.0,64.88,67.86,,,,17.07,18.63,300.02,300.02,300.01,34.24,37.76,39.13,9.37,6.66,5.95,3.48,3.64,12.92,14.51,16.07,25.06,16.89,30.7,11.24,3.81,3.82,optimal_inaccurate,optimal,worker_error,worker_error,worker_error,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,lectsched-5-obj,21805.0,60689.0,261413.0,0.0,0.42,0.59,0.45,0.57,0.4,0.29,0.3,0.32,0.44,0.36,0.49,0.58,0.65,0.38,0.49,2.69,2.38,2.29,1.33,1.44,1.62,0.85,0.83,0.87,1.23,0.77,0.81,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,leo1,6731.0,7323.0,137948.0,0.0,0.27,0.35,0.35,0.53,0.33,0.15,0.15,0.05,0.05,0.04,31.45,30.43,31.21,0.19,0.2,2.29,1.9,1.74,0.59,0.73,0.79,82.24,86.28,83.21,25.14,4.87,8.69,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal_inaccurate,optimal_inaccurate,optimal,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible
miplib_relax,leo2,11100.0,11692.0,231058.0,0.0,0.48,0.64,0.42,0.57,0.39,0.24,0.25,0.07,0.07,0.06,93.34,91.66,93.15,0.31,0.36,2.52,2.34,2.1,0.9,1.21,1.28,9.47,9.51,9.1,15.14,2.2,1.83,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible,primal_infeasible
miplib_relax,lotsize,2985.0,4905.0,9550.0,0.0,0.03,0.05,0.58,0.7,0.55,0.03,0.03,0.17,0.24,0.2,0.28,0.49,0.51,0.02,0.02,1.97,1.67,1.55,0.13,0.16,0.16,0.16,0.19,0.21,0.69,0.45,0.47,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,mad,220.0,271.0,3028.0,0.0,0.06,0.05,0.38,0.31,0.3,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,1.96,1.56,5.92,0.03,0.03,0.03,0.04,0.04,0.06,0.66,0.49,0.52,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,map10,164547.0,493365.0,714467.0,0.0,49.39,56.85,9.67,10.51,8.96,5.36,6.16,300.04,300.06,300.04,300.7,300.75,300.7,390.0,390.0,31.91,50.18,102.22,43.39,114.11,265.15,302.99,302.92,302.65,303.92,303.08,303.12,max_iter_reached,max_iter_reached,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
miplib_relax,map16715-04,164547.0,493365.0,714467.0,0.0,48.89,57.93,11.23,14.14,13.82,7.49,8.03,300.04,300.06,300.04,300.74,300.71,300.81,390.0,390.0,37.52,60.5,128.25,56.96,134.61,277.58,302.56,303.16,302.84,303.9,302.89,303.11,max_iter_reached,max_iter_reached,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate
miplib_relax,markshare2,74.0,81.0,508.0,0.0,0.0,0.0,0.31,0.36,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,1.64,4.18,0.02,0.02,0.02,0.01,0.0,0.01,0.54,0.31,0.29,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,markshare_4_0,34.0,38.0,157.0,0.0,0.0,0.0,0.3,0.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.55,0.98,0.02,0.02,0.02,0.0,0.01,0.0,0.48,0.28,0.29,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,mas74,151.0,164.0,1857.0,0.0,0.0,0.01,0.28,0.41,0.26,0.01,0.01,4.37,5.41,4.17,34.73,297.12,300.0,0.0,0.0,8.05,2.15,4.57,0.05,0.11,0.12,0.34,13.45,12.74,61.16,71.78,72.6,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,time_limit,dual_infeasible,dual_infeasible,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate
miplib_relax,mas76,151.0,163.0,1791.0,0.0,0.0,0.01,0.27,0.43,0.3,0.01,0.01,4.14,5.13,4.0,46.51,71.5,212.29,0.0,0.0,1.87,1.79,1.04,0.05,0.06,0.06,0.48,0.68,0.65,2.71,1.45,0.74,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,dual_infeasible,dual_infeasible,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,mc11,3040.0,4960.0,9120.0,0.0,0.03,0.04,0.4,0.53,0.39,0.03,0.03,0.17,0.55,67.51,0.66,1.25,1.27,0.02,0.02,1.83,1.79,1.05,0.16,0.18,0.2,0.15,0.15,0.15,0.74,0.44,0.44,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,mcsched,1747.0,3852.0,9833.0,0.0,0.04,0.06,0.48,0.68,0.51,0.21,0.21,0.01,0.01,0.02,300.01,300.01,300.01,0.02,0.03,1.74,1.74,1.21,0.11,0.15,0.23,4.56,5.24,5.29,10.69,9.98,11.89,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,time_limit,time_limit,time_limit,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,mik-250-20-75-4,270.0,465.0,9540.0,0.0,0.02,0.03,0.28,0.39,0.28,0.01,0.01,22.46,30.47,21.57,1.05,5.63,7.27,0.01,0.01,1.87,1.63,4.35,0.07,0.08,0.08,0.05,0.05,0.05,0.6,0.38,0.41,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
